UDR,STK,USD,NYSE,SMART
UNP,STK,USD,NYSE,SMART
V,STK,USD,NYSE,SMART
VMC,STK,USD,NYSE,SMART
VTR,STK,USD,NYSE,SMART
WEC,STK,USD,NYSE,SMART
WM,STK,USD,NYSE,SMART
WYN,STK,USD,NYSE,SMART
XLNX,STK,USD,NASDAQ,SMART
YUM,STK,USD,NYSE,SMART
ZION,STK,USD,NASDAQ,SMART
AAP,STK,USD,NYSE,SMART
ABT,STK,USD,NYSE,SMART
ADP,STK,USD,NASDAQ,SMART
AEE,STK,USD,NYSE,SMART
AGN,STK,USD,NYSE,SMART
ALGN,STK,USD,NASDAQ,SMART
ALLE,STK,USD,NYSE,SMART
AMP,STK,USD,NYSE,SMART
ANTM,STK,USD,NYSE,SMART
APD,STK,USD,NYSE,SMART
AVB,STK,USD,NYSE,SMART
AYI,STK,USD,NYSE,SMART
BBT,STK,USD,NYSE,SMART
BDX,STK,USD,NYSE,SMART
BLK,STK,USD,NYSE,SMART
BWA,STK,USD,NYSE,SMART
CAG,STK,USD,NYSE,SMART
CBOE,STK,USD,NASDAQ,SMART
CELG,STK,USD,NASDAQ,SMART
CHD,STK,USD,NYSE,SMART
CI,STK,USD,NYSE,SMART
CME,STK,USD,NASDAQ,SMART
CNP,STK,USD,NYSE,SMART
COO,STK,USD,NYSE,SMART
CRM,STK,USD,NYSE,SMART
CTL,STK,USD,NYSE,SMART
CVX,STK,USD,NYSE,SMART
DFS,STK,USD,NYSE,SMART
DIS,STK,USD,NYSE,SMART
DLR,STK,USD,NYSE,SMART
DRI,STK,USD,NYSE,SMART
DWDP,STK,USD,NYSE,SMART
EFX,STK,USD,NYSE,SMART
EOG,STK,USD,NYSE,SMART
ESRX,STK,USD,NASDAQ,SMART
ETR,STK,USD,NYSE,SMART
EXR,STK,USD,NYSE,SMART
FCX,STK,USD,NYSE,SMART
FFIV,STK,USD,NASDAQ,SMART
FLR,STK,USD,NYSE,SMART
FOXA,STK,USD,NASDAQ,SMART
GE,STK,USD,NYSE,SMART
GLW,STK,USD,NYSE,SMART
GRMN,STK,USD,NASDAQ,SMART
HAS,STK,USD,NASDAQ,SMART
HCN,STK,USD,NYSE,SMART
HLT,STK,USD,NYSE,SMART
HPE,STK,USD,NYSE,SMART
HSIC,STK,USD,NASDAQ,SMART
IDXX,STK,USD,NASDAQ,SMART
INFO,STK,USD,NASDAQ,SMART
IRM,STK,USD,NYSE,SMART
JBHT,STK,USD,NASDAQ,SMART
JNPR,STK,USD,NYSE,SMART
KHC,STK,USD,NASDAQ,SMART
KMX,STK,USD,NYSE,SMART
L,STK,USD,NYSE,SMART
LH,STK,USD,NYSE,SMART
LMT,STK,USD,NYSE,SMART
LUK,STK,USD,NYSE,SMART
MAC,STK,USD,NYSE,SMART
MCHP,STK,USD,NASDAQ,SMART
MET,STK,USD,NYSE,SMART
MLM,STK,USD,NYSE,SMART
MON,STK,USD,NYSE,SMART
MRO,STK,USD,NYSE,SMART
MU,STK,USD,NASDAQ,SMART
NEE,STK,USD,NYSE,SMART
NKE,STK,USD,NYSE,SMART
NSC,STK,USD,NYSE,SMART
NWL,STK,USD,NYSE,SMART
OMC,STK,USD,NYSE,SMART
PBCT,STK,USD,NASDAQ,SMART
PDCO,STK,USD,NASDAQ,SMART
PG,STK,USD,NYSE,SMART
PLD,STK,USD,NYSE,SMART
PNW,STK,USD,NYSE,SMART
PRU,STK,USD,NYSE,SMART
PXD,STK,USD,NYSE,SMART
RCL,STK,USD,NYSE,SMART
RF,STK,USD,NYSE,SMART
ROK,STK,USD,NYSE,SMART
RTN,STK,USD,NYSE,SMART
SEE,STK,USD,NYSE,SMART
SLG,STK,USD,NYSE,SMART
SPG,STK,USD,NYSE,SMART
STI,STK,USD,NYSE,SMART
SWKS,STK,USD,NASDAQ,SMART
T,STK,USD,NYSE,SMART
TJX,STK,USD,NYSE,SMART
TRV,STK,USD,NYSE,SMART
TSS,STK,USD,NYSE,SMART
UAL,STK,USD,NYSE,SMART
UNM,STK,USD,NYSE,SMART
USB,STK,USD,NYSE,SMART
VLO,STK,USD,NYSE,SMART
VRTX,STK,USD,NASDAQ,SMART
WDC,STK,USD,NASDAQ,SMART
WLTW,STK,USD,NASDAQ,SMART
WY,STK,USD,NYSE,SMART
XL,STK,USD,NYSE,SMART
XYL,STK,USD,NYSE,SMART
ZBH,STK,USD,NYSE,SMART
ACN,STK,USD,NYSE,SMART
ADBE,STK,USD,NASDAQ,SMART
ADSK,STK,USD,NASDAQ,SMART
AFL,STK,USD,NYSE,SMART
AKAM,STK,USD,NASDAQ,SMART
ALL,STK,USD,NYSE,SMART
AMG,STK,USD,NYSE,SMART
ANDV,STK,USD,NYSE,SMART
AOS,STK,USD,NYSE,SMART
ARNC,STK,USD,NYSE,SMART
AWK,STK,USD,NYSE,SMART
BA,STK,USD,NYSE,SMART
BCR,STK,USD,NYSE,SMART
BIIB,STK,USD,NASDAQ,SMART
BSX,STK,USD,NYSE,SMART
CA,STK,USD,NASDAQ,SMART
CBG,STK,USD,NYSE,SMART
CDNS,STK,USD,NASDAQ,SMART
CHRW,STK,USD,NASDAQ,SMART
CLX,STK,USD,NYSE,SMART
CMCSA,STK,USD,NASDAQ,SMART
CNC,STK,USD,NYSE,SMART
COST,STK,USD,NASDAQ,SMART
CSRA,STK,USD,NYSE,SMART
CTXS,STK,USD,NASDAQ,SMART
DAL,STK,USD,NYSE,SMART
DE,STK,USD,NYSE,SMART
DHR,STK,USD,NYSE,SMART
DLPH,STK,USD,NYSE,SMART
DRE,STK,USD,NYSE,SMART
DVN,STK,USD,NYSE,SMART
ED,STK,USD,NYSE,SMART
EMR,STK,USD,NYSE,SMART
EQT,STK,USD,NYSE,SMART
ETN,STK,USD,NYSE,SMART
EXPE,STK,USD,NASDAQ,SMART
FBHS,STK,USD,NYSE,SMART
FITB,STK,USD,NASDAQ,SMART
FMC,STK,USD,NYSE,SMART
FTV,STK,USD,NYSE,SMART
GIS,STK,USD,NYSE,SMART
GPC,STK,USD,NYSE,SMART
GT,STK,USD,NASDAQ,SMART
HBI,STK,USD,NYSE,SMART
HES,STK,USD,NYSE,SMART
HON,STK,USD,NYSE,SMART
HRL,STK,USD,NYSE,SMART
HUM,STK,USD,NYSE,SMART
ILMN,STK,USD,NASDAQ,SMART
IP,STK,USD,NYSE,SMART
IT,STK,USD,NYSE,SMART
IVZ,STK,USD,NYSE,SMART
JNJ,STK,USD,NYSE,SMART
KEY,STK,USD,NYSE,SMART
KMI,STK,USD,NYSE,SMART
KSU,STK,USD,NYSE,SMART
LLL,STK,USD,NYSE,SMART
LOW,STK,USD,NYSE,SMART
M,STK,USD,NYSE,SMART
MAS,STK,USD,NYSE,SMART
MCO,STK,USD,NYSE,SMART
MHK,STK,USD,NYSE,SMART
MNST,STK,USD,NASDAQ,SMART
MRK,STK,USD,NYSE,SMART
MTB,STK,USD,NYSE,SMART
NBL,STK,USD,NYSE,SMART
NDAQ,STK,USD,NASDAQ,SMART
NI,STK,USD,NYSE,SMART
NOV,STK,USD,NYSE,SMART
NVDA,STK,USD,NASDAQ,SMART
OKE,STK,USD,NYSE,SMART
PAYX,STK,USD,NASDAQ,SMART
PCLN,STK,USD,NASDAQ,SMART
PFG,STK,USD,NYSE,SMART
PKI,STK,USD,NYSE,SMART
PPL,STK,USD,NYSE,SMART
PVH,STK,USD,NYSE,SMART
PX,STK,USD,NYSE,SMART
REG,STK,USD,NYSE,SMART
RJF,STK,USD,NYSE,SMART
ROST,STK,USD,NASDAQ,SMART
RSG,STK,USD,NYSE,SMART
SIG,STK,USD,NYSE,SMART
SNI,STK,USD,NASDAQ,SMART
SRCL,STK,USD,NASDAQ,SMART
STZ,STK,USD,NYSE,SMART
SYMC,STK,USD,NASDAQ,SMART
TEL,STK,USD,NYSE,SMART
TMO,STK,USD,NYSE,SMART
TSN,STK,USD,NYSE,SMART
UA,STK,USD,NYSE,SMART
ULTA,STK,USD,NASDAQ,SMART
URI,STK,USD,NYSE,SMART
VFC,STK,USD,NYSE,SMART
VRSK,STK,USD,NASDAQ,SMART
WAT,STK,USD,NYSE,SMART
WHR,STK,USD,NYSE,SMART
WRK,STK,USD,NYSE,SMART
WYNN,STK,USD,NASDAQ,SMART
XEC,STK,USD,NYSE,SMART
XRAY,STK,USD,NASDAQ,SMART
ADS,STK,USD,NYSE,SMART
AET,STK,USD,NYSE,SMART
AIZ,STK,USD,NYSE,SMART
AJG,STK,USD,NYSE,SMART
ALK,STK,USD,NYSE,SMART
AME,STK,USD,NYSE,SMART
AMZN,STK,USD,NASDAQ,SMART
AON,STK,USD,NYSE,SMART
ARE,STK,USD,NYSE,SMART
AVY,STK,USD,NYSE,SMART
AZO,STK,USD,NYSE,SMART
BBY,STK,USD,NYSE,SMART
BHGE,STK,USD,NYSE,SMART
BMY,STK,USD,NYSE,SMART
C,STK,USD,NYSE,SMART
CB,STK,USD,NYSE,SMART
CCI,STK,USD,NYSE,SMART
CF,STK,USD,NYSE,SMART
CHTR,STK,USD,NASDAQ,SMART
CMA,STK,USD,NYSE,SMART
CMS,STK,USD,NYSE,SMART
COL,STK,USD,NYSE,SMART
CPB,STK,USD,NYSE,SMART
CTAS,STK,USD,NASDAQ,SMART
CVS,STK,USD,NYSE,SMART
DHI,STK,USD,NYSE,SMART
DISH,STK,USD,NASDAQ,SMART
DPS,STK,USD,NYSE,SMART
DVA,STK,USD,NYSE,SMART
EBAY,STK,USD,NASDAQ,SMART
ECL,STK,USD,NYSE,SMART
EMN,STK,USD,NYSE,SMART
EQR,STK,USD,NYSE,SMART
ETFC,STK,USD,NASDAQ,SMART
EXPD,STK,USD,NASDAQ,SMART
FAST,STK,USD,NASDAQ,SMART
FE,STK,USD,NYSE,SMART
FLIR,STK,USD,NASDAQ,SMART
FOX,STK,USD,NASDAQ,SMART
GD,STK,USD,NYSE,SMART
GPN,STK,USD,NYSE,SMART
GPS,STK,USD,NYSE,SMART
GWW,STK,USD,NYSE,SMART
HCA,STK,USD,NYSE,SMART
HIG,STK,USD,NYSE,SMART
HP,STK,USD,NYSE,SMART
HRS,STK,USD,NYSE,SMART
ICE,STK,USD,NYSE,SMART
INCY,STK,USD,NASDAQ,SMART
IR,STK,USD,NYSE,SMART
JEC,STK,USD,NYSE,SMART
K,STK,USD,NYSE,SMART
KMB,STK,USD,NYSE,SMART
KR,STK,USD,NYSE,SMART
LEG,STK,USD,NYSE,SMART
LLY,STK,USD,NYSE,SMART
LRCX,STK,USD,NASDAQ,SMART
MA,STK,USD,NYSE,SMART
MAA,STK,USD,NYSE,SMART
MCD,STK,USD,NYSE,SMART
MKC,STK,USD,NYSE,SMART
MO,STK,USD,NYSE,SMART
MTD,STK,USD,NYSE,SMART
NCLH,STK,USD,NASDAQ,SMART
NFX,STK,USD,NYSE,SMART
NTRS,STK,USD,NASDAQ,SMART
NUE,STK,USD,NYSE,SMART
O,STK,USD,NYSE,SMART
ORLY,STK,USD,NASDAQ,SMART
PCG,STK,USD,NYSE,SMART
PFE,STK,USD,NYSE,SMART
PKG,STK,USD,NYSE,SMART
PNC,STK,USD,NYSE,SMART
PRGO,STK,USD,NYSE,SMART
PWR,STK,USD,NYSE,SMART
QRVO,STK,USD,NASDAQ,SMART
REGN,STK,USD,NASDAQ,SMART
RMD,STK,USD,NYSE,SMART
RRC,STK,USD,NYSE,SMART
SCHW,STK,USD,NYSE,SMART
SLB,STK,USD,NYSE,SMART
SNPS,STK,USD,NASDAQ,SMART
SRE,STK,USD,NYSE,SMART
SWK,STK,USD,NYSE,SMART
SYY,STK,USD,NYSE,SMART
TIF,STK,USD,NYSE,SMART
TRIP,STK,USD,NASDAQ,SMART
TXT,STK,USD,NYSE,SMART
UHS,STK,USD,NYSE,SMART
UPS,STK,USD,NYSE,SMART
VAR,STK,USD,NYSE,SMART
VIAB,STK,USD,NASDAQ,SMART
VZ,STK,USD,NYSE,SMART
WFC,STK,USD,NYSE,SMART
WMT,STK,USD,NYSE,SMART
WU,STK,USD,NYSE,SMART
AMD,STK,USD,NASDAQ,SMART
APH,STK,USD,NYSE,SMART
BHF,STK,USD,NASDAQ,SMART
COH,STK,USD,NYSE,SMART
EXC,STK,USD,NYSE,SMART
FL,STK,USD,NYSE,SMART
IPG,STK,USD,NYSE,SMART
KSS,STK,USD,NYSE,SMART
MDT,STK,USD,NYSE,SMART
PHM,STK,USD,NYSE,SMART
QCOM,STK,USD,NASDAQ,SMART
RL,STK,USD,NYSE,SMART
SCG,STK,USD,NYSE,SMART
SJM,STK,USD,NYSE,SMART
TGT,STK,USD,NYSE,SMART
UAA,STK,USD,NYSE,SMART
UNH,STK,USD,NYSE,SMART
VRSN,STK,USD,NASDAQ,SMART
