2011,1,10,1000000.0
2011,1,11,999842.5
2011,1,12,1000375.0
2011,1,13,1000622.5
2011,1,14,1004582.5
2011,1,18,1006762.5
2011,1,19,1023702.5
2011,1,20,1024062.5
2011,1,21,1023062.5
2011,1,24,1036942.5
2011,1,25,1043022.5
2011,1,26,1041682.5
2011,1,27,1041782.5
2011,1,28,1035522.5
2011,1,31,1044902.5
2011,2,1,1050142.5
2011,2,2,1049282.5
2011,2,3,1049942.5
2011,2,4,1052062.5
2011,2,7,1052682.5
2011,2,8,1060702.5
2011,2,9,1057402.5
2011,2,10,1053362.5
2011,2,11,1052562.5
2011,2,14,1050442.5
2011,2,15,1049162.5
2011,2,16,1051042.5
2011,2,17,1053882.5
2011,2,18,1055902.5
2011,2,22,1046142.5
2011,2,23,1040182.5
2011,2,24,1042162.5
2011,2,25,1047262.5
2011,2,28,1045922.5
2011,3,1,1039602.5
2011,3,2,1040122.5
2011,3,3,1051322.5
2011,3,4,1048901.5
2011,3,7,1045931.5
2011,3,8,1049495.5
2011,3,9,1054931.5
2011,3,10,1049099.5
2011,3,11,1049720.5
2011,3,14,1048145.5
2011,3,15,1044545.5
2011,3,16,1035410.5
2011,3,17,1037201.5
2011,3,18,1039793.5
2011,3,21,1042511.5
2011,3,22,1042997.5
2011,3,23,1045319.5
2011,3,24,1046093.5
2011,3,25,1049342.5
2011,3,28,1048118.5
2011,3,29,1050404.5
2011,3,30,1051502.5
2011,3,31,1050692.5
2011,4,1,1052519.5
2011,4,4,1052483.5
2011,4,5,1052096.5
2011,4,6,1052168.5
2011,4,7,1052681.5
2011,4,8,1052186.5
2011,4,11,1052033.5
2011,4,12,1050971.5
2011,4,13,1052033.5
2011,4,14,1053581.5
2011,4,15,1055462.5
2011,4,18,1055048.5
2011,4,19,1054229.5
2011,4,20,1053248.5
2011,4,21,1058603.5
2011,4,25,1057676.5
2011,4,26,1058927.5
2011,4,27,1061780.5
2011,4,28,1062428.5
2011,4,29,1062095.5
2011,5,2,1064480.5
2011,5,3,1065569.5
2011,5,4,1059316.0
2011,5,5,1053293.5
2011,5,6,1056593.5
2011,5,9,1057187.5
2011,5,10,1060768.0
2011,5,11,1058309.5
2011,5,12,1065965.5
2011,5,13,1059481.0
2011,5,16,1056511.0
2011,5,17,1061098.0
2011,5,18,1060933.0
2011,5,19,1061345.5
2011,5,20,1060157.5
2011,5,23,1054844.5
2011,5,24,1053887.5
2011,5,25,1053409.0
2011,5,26,1051825.0
2011,5,27,1052716.0
2011,5,31,1056709.0
2011,6,1,1050092.5
2011,6,2,1048772.5
2011,6,3,1045868.5
2011,6,6,1045868.5
2011,6,7,1045868.5
2011,6,8,1045868.5
2011,6,9,1045868.5
2011,6,10,1045868.5
2011,6,13,1045976.5
2011,6,14,1046876.5
2011,6,15,1046000.5
2011,6,16,1045754.5
2011,6,17,1044998.5
2011,6,20,1044236.5
2011,6,21,1045778.5
2011,6,22,1045364.5
2011,6,23,1046690.5
2011,6,24,1045940.5
2011,6,27,1046816.5
2011,6,28,1047314.5
2011,6,29,1047122.5
2011,6,30,1047374.5
2011,7,1,1048544.5
2011,7,5,1049462.5
2011,7,6,1049858.5
2011,7,7,1050698.5
2011,7,8,1051082.5
2011,7,11,1050200.5
2011,7,12,1050164.5
2011,7,13,1050824.5
2011,7,14,1050782.5
2011,7,15,1051886.5
2011,7,18,1053254.5
2011,7,19,1053728.5
2011,7,20,1055276.5
2011,7,21,1055336.5
2011,7,22,1056266.5
2011,7,25,1057064.5
2011,7,26,1057820.5
2011,7,27,1056152.5
